,ST_NUM,Street Name,Street Suffix,Zipcode,PTYPE,Owner,Property Value,Year Built,Year Remodeled
6491,370 ,BEECH,ST,2131.0,356,HATCH JOSIAH D,161500,0.0,
6492,4541 - 454,WASHINGTON,ST,2131.0,311,PANAGOS GEORGE TS,674000,1920.0,1965.0
6493,172 182,BELGRADE,AV,2131.0,332,HAOUI GEORGE,231000,1930.0,1975.0
6494,192  ,BELGRADE,AV,2131.0,358,DEANGELIS JOHN,110000,0.0,
6495,234 220,BELGRADE,AV,2131.0,320,UNITED AUTO PARTS INC,754500,1920.0,2009.0
6496,234 220,BELGRADE,AV,2131.0,320,UNITED AUTO PARTS INC,754500,1986.0,1980.0
6497,216 214,BELGRADE,AV,2131.0,343,DRAGAS GEORGE D,236500,1920.0,2011.0
6498,163 167,BELGRADE,AV,2131.0,319,A GIANNOPOULOS LLC,391500,1940.0,2000.0
6499,211 211A,BELGRADE,AV,2131.0,343,DOHERTY-CELLUCCI DARLENE E,161000,1900.0,1975.0
6500,311 A315,BELGRADE,AV,2131.0,343,SEVIGNY PAUL J,470000,1945.0,1983.0
6501,317  ,BELGRADE,AV,2131.0,319,317 BELGRADE LLC,829500,1945.0,1982.0
6502,2 4,MCCRAW,ST,2131.0,414,SEVIGNY PAUL J ETAL,488000,1935.0,2004.0
6503,1 7,MCCRAW,ST,2131.0,332,MALATOS GEORGE TS,147100,1920.0,2001.0
6504,331 335,BELGRADE,AV,2131.0,332,THREE-31 BELGRADE AVENUE LLC,452500,1920.0,1950.0
6505,337 ,BELGRADE,AV,2131.0,358,BELGRADE CROSSING LLC,114500,0.0,
6506,339 ,BELGRADE,AV,2131.0,358,BELGRADE CROSSING LLC,116000,0.0,
6507,341 ,BELGRADE,AV,2131.0,358,BELGRADE CROSSING LLC,114500,0.0,
6508,343 ,BELGRADE,AV,2131.0,358,BELGRADE CROSSING LLC,122000,0.0,
6509,4  ,ANAWAN,AV,2132.0,343,MICHAELS STEPHEN G,506500,1930.0,1984.0
6510,338 330,BELGRADE,AV,2131.0,319,BELGRADE AVENUE  LLC,923500,1945.0,2013.0
6511,355  ,BELGRADE,AV,2131.0,332,HOWARD CHEVROLET INC MASS,1178343,1965.0,2012.0
6512,361  ,BELGRADE,AV,2131.0,332,HOWARD LEASING CORP,965657,1930.0,2012.0
6513,   ,BELGRADE,AV,2131.0,337,HOWARD CHEVROLET INC,183800,0.0,
6514,364 362,BELGRADE,AV,2131.0,342,NORE JANET F,145000,1930.0,1980.0
6515,58  ,BEECH,ST,2132.0,334,FRANTZIS NASSIMA TS,424600,1940.0,2003.0
6516,   ,BEECH,ST,2132.0,337,FRANTZIS NASSIMA TS,96900,0.0,
6517,431  ,BELGRADE,AV,2132.0,320,IOZZO JOHN R TRST,43500,1930.0,1980.0
6518,426  ,BELGRADE,AV,2132.0,406,NEW ENGLAND TEL * TEL CO,1783000,1953.0,1980.0
6519,66 R,WREN,ST,2132.0,336,SIXTY-6R  WREN  STREET  LLC,196500,1950.0,1980.0
6520,2020 2030,CENTRE,ST,2132.0,329,BLIGH MARTIN,939000,1955.0,1985.0
6521,2018  ,CENTRE,ST,2132.0,342,FOREST HILL WHEEL ALIGNMENT,2652000,1920.0,2016.0
6522,2000  ,CENTRE,ST,2132.0,355,DOHERTY GEORGE F JR TS,1612200,1952.0,1990.0
6523,1996  ,CENTRE,ST,2132.0,342,NINETEEN-96 CRT LLC,2079000,1984.0,2009.0
6524,1946 1950,CENTRE,ST,2132.0,319,BARDHI SOKOL TS,750000,1920.0,2014.0
6525,5  ,BELLEVUE,ST,2132.0,319,BARDHI SOKOL TS,94500,1920.0,2014.0
6526,   ,HERON,ST,2132.0,317,ABDELNOUR JAMES S,226200,1975.0,1975.0
6527,4959  ,WASHINGTON,ST,2132.0,334,EASTLAND MOTOR SERVICE CORP,710800,1946.0,1993.0
6528,20  ,ROCKINGHAM,AV,2132.0,424,BOSTON EDISON CO,378700,1978.0,1983.0
6529,5135  ,WASHINGTON,ST,2132.0,332,KENNOS VASILIOS,489700,1960.0,1996.0
6530,10  ,GROVE,ST,2132.0,410,S M LORUSSO  &  SONS  INC,2629400,2014.0,
6531,   ,WILLET,ST,2132.0,332,VACCA PROPETY MANAGEMENT,228900,1950.0,
6532,5175  ,WASHINGTON,ST,2132.0,334,LEPE GAS INC,559900,1930.0,2001.0
6533,5185  ,WASHINGTON,ST,2132.0,332,CAMUSO PAUL J,341100,1935.0,2015.0
6534,2060 2070,CENTRE,ST,2132.0,319,VAZZA LOUIS A,962500,1925.0,2005.0
6535,120  ,LANDSEER,ST,2132.0,316,"M V W R LLC",312000,1955.0,1975.0
6536,20 -40,ST THERESA,AV,2132.0,378,ROMAN CATHOLIC ARCH OF ,621500,,
6537,2046 2056,CENTRE,ST,2132.0,319,BLIGH HUBERT,828000,1920.0,1997.0
6538,2034 2044,CENTRE,ST,2132.0,319,VAZZA RICHARD R TRSTS,2095000,1920.0,2005.0
6539,2034 2044,CENTRE,ST,2132.0,319,VAZZA RICHARD R TRSTS,2095000,1920.0,1989.0
6540,510  ,VFW,PW,2132.0,334,PECTEN PROPERTIES LLC,1108800,1954.0,2007.0
6541,1409  ,CENTRE,ST,2132.0,326,MVP INVESTMENTS LLC,570000,1930.0,1994.0
6542,1417 1419,CENTRE,ST,2132.0,328,LAMBROU GREGORY E,372500,1940.0,2003.0
6543,1421 1425,CENTRE,ST,2132.0,311, SHUGA  LLC,497000,1940.0,1975.0
6544,1427 1429,CENTRE,ST,2132.0,343,INSIGHT CENTRE LLC,528500,1920.0,2014.0
6545,1452  ,CENTRE,ST,2131.0,332,ACCURATE  RADIATOR  SERVICE,424500,1930.0,1992.0
6546,1438  ,CENTRE,ST,2131.0,325,CHRISTYS REALTY LP,792000,1960.0,1983.0
6547,1422  ,CENTRE,ST,2131.0,334,DEARBORN RICHARD F TS,463000,1940.0,1992.0
6548,1410 1420,CENTRE,ST,2131.0,319,RUSSELL CENTRE LLC,1335000,1920.0,1985.0
6549,1408  ,CENTRE,ST,2131.0,319,KARYS CHRIS P  TS,815500,1935.0,1985.0
6550,1400 1402,CENTRE,ST,2131.0,332,HORIZON  DEVELOPMENT  LLC,467400,1935.0,1975.0
6551,1200 ,CENTRE,ST,2131.0,437,HEBREW REHABILITATION CENTER,267500,,
6552,1200 ,CENTRE,ST,2131.0,437,HEBREW REHABILITATION CENTER,267500,,
6553,1200 ,CENTRE,ST,2131.0,437,HEBREW REHABILITATION CENTER,267500,,
6554,814  ,SOUTH,ST,2131.0,343,UTE DEMARCO VON HALLER,1383500,1920.0,1988.0
6555,892 904,SOUTH,ST,2131.0,319,KALIVAS CHARLES J TS,789500,1920.0,1999.0
6556,5  ,S WALTER,ST,2131.0,343,FIVE S WALTER STREET LLC,822500,1961.0,1999.0
6557,1646  ,CENTRE,ST,2131.0,343,MURPHY STEVEN J TS,395000,1939.0,1990.0
6558,1710 1712,CENTRE,ST,2132.0,325,LINEAR RETAIL WH#2 LLC,1189500,1970.0,2009.0
6559,1736 1724,CENTRE,ST,2132.0,327,MIKELS JACK TS,1236500,1930.0,2000.0
6560,11  ,WILLOW,ST,2132.0,424,BOSTON EDISON CO MASS,322300,1950.0,
6561,   ,WILLOW,ST,2132.0,337,JACOBS LOUIS H JR TRST,55900,0.0,
6562,1780  ,CENTRE,ST,2132.0,319,CONTE WALTER,1840000,1930.0,2001.0
6563,1774  ,CENTRE,ST,2132.0,343,EDGERS KAREN S,332500,1920.0,1985.0
6564,1766  ,CENTRE,ST,2132.0,343,WHITE CAROLE A TS,442000,1930.0,1980.0
6565,1764 A1752,CENTRE,ST,2132.0,319,JACOBS LOUIS H JR,1416000,1930.0,2010.0
6566,1744 1750,CENTRE,ST,2132.0,334,POWER TEST RLTY COMPANY LP,935900,1960.0,2009.0
6567,450 450R,BELGRADE,AV,2132.0,320,BARSAMIAN MICHAEL M TS,1183500,1940.0,2001.0
6568,   ,COREY,ST,2132.0,337,SOVEREIGN BANK,236257,0.0,
6569,1848 1852,CENTRE,ST,2132.0,341,SHAWMUT BANK,681244,1930.0,2007.0
6570,1836  ,CENTRE,ST,2132.0,357,SEVASTOS ELIAS,201500,0.0,
6571,1838  ,CENTRE,ST,2132.0,357,SEVASTOS ELIAS,269500,0.0,
6572,1840  ,CENTRE,ST,2132.0,358,BHAN PARDAMAN SINGH,209500,0.0,
6573,1842  ,CENTRE,ST,2132.0,357,LKT REALTY LLC,343500,0.0,
6574,1844  ,CENTRE,ST,2132.0,357,COMELLA'S REAL ESTATE,356500,0.0,
6575,1828 1832,CENTRE,ST,2132.0,342,BOSTON MEDICAL MGT INC TS,1939000,1930.0,2013.0
6576,1826  ,CENTRE,ST,2132.0,325,HUYNH SOOK LEE TS,404785,1930.0,2012.0
6577,1822  ,CENTRE,ST,2132.0,337,HUYNH SOOK LEE TS,431928,0.0,
6578,   ,CENTRE,ST,2132.0,337,STORRS LESLIE K TRST,46700,0.0,
6579,1816  ,CENTRE,ST,2132.0,337,HUYNH SOOK LEE  TS,972787,0.0,
6580,1804 -1810,CENTRE,ST,2132.0,324,JER REALTY LLC,14798500,2002.0,2013.0
6581,1868  ,CENTRE,ST,2132.0,319,HOMSI TANIOS TS,2210000,1960.0,2012.0
6582,   ,COREY,ST,2132.0,337,HOMSI TANIOS TS,9800,0.0,
6583,28  ,COREY,ST,2132.0,342,METRI  FADI R,984000,1930.0,2015.0
6584,1882 1886,CENTRE,ST,2132.0,319,SLYNE STEPHEN D TS,593500,1930.0,2002.0
6585,1878 1880,CENTRE,ST,2132.0,319,SLYNE STEPHEN D TS,693500,1930.0,2008.0
6586,1870  ,CENTRE,ST,2132.0,320,CENTRE  TRUST  LLC,2340500,1945.0,1975.0
6587,2 6,COREY,ST,2132.0,319,2-6 COREY STREET LLC,668500,1930.0,2006.0
6588,1607  ,COMMONWEALTH,AV,2135.0,357,BENET  LLC,276000,0.0,
6589,1607  ,COMMONWEALTH,AV,2135.0,450,SHERMAN JAMES M TS,35000,0.0,
6590,1607  ,COMMONWEALTH,AV,2135.0,358,BRIGHTON PROPERTY RENTAL LLC,152500,0.0,
6591,96 104,PARK,ST,2132.0,320,SUMARK ASSOCIATES LLC,1134000,1930.0,2001.0
6592,1898 1900A,CENTRE,ST,2132.0,319,CANZANO JOAN,920000,1930.0,1975.0
6593,1890 1896,CENTRE,ST,2132.0,319,MALLIOS JAMES    TS,1372500,1930.0,2002.0
6594,24 26R,HASTINGS,ST,2132.0,332,SPOGNARDI RAMON,316500,1920.0,1950.0
6595,1942  ,CENTRE,ST,2132.0,332,WEST ROXBURY SHELL SERVICE,526400,1945.0,1975.0
6596,20  ,MCKENNA,TE,2132.0,344,CLIFFORD ACQUISITIONS LLC,1806000,1900.0,2009.0
6597,1910 -1920,CENTRE,ST,2132.0,319,SUMARK  ASSOCIATES  LLC,3053000,1920.0,2004.0
6598,1906 1908,CENTRE,ST,2132.0,319,ONE906 CENTRE LLC,564500,1940.0,2012.0
6599,1721  ,CENTRE,ST,2132.0,343,GREAT CENTRE LLC,396000,1973.0,1988.0
6600,1723 1729,CENTRE,ST,2132.0,319,THE CONTINENTAL REALTY LLC,1325500,1930.0,2014.0
6601,1731 1733A,CENTRE,ST,2132.0,319,BRANCATO FAMILY TRUST,797500,1930.0,1981.0
6602,1739 1735,CENTRE,ST,2132.0,319,ZOURANJIAN ALBERT,1198000,1930.0,2002.0
6603,1741 1747,CENTRE,ST,2132.0,319,HASSON MOSHE,604000,1940.0,2012.0
6604,1749 1761,CENTRE,ST,2132.0,319,VELONIAS PLATON G,995000,1940.0,2012.0
6605,1765  ,CENTRE,ST,2132.0,343,APAZIDIS ELENI,1174500,1940.0,2004.0
6606,5  ,REDLANDS,RD,2132.0,304,STONEHEDGE CONVALESCENT,1811000,1963.0,2012.0
6607,1783  ,CENTRE,ST,2132.0,333,AMAERADA HESS CORPORATION,1269900,2004.0,2015.0
6608,1811  ,CENTRE,ST,2132.0,344,SRI  REALTY  LLC,674000,1930.0,1985.0
6609,1815  ,CENTRE,ST,2132.0,343,CONWAY PATRICIA A TS,320000,1930.0,2004.0
6610,1829 1819,CENTRE,ST,2132.0,319,EIGHTEEN 19 CENTRE ST LLC,621500,1930.0,2016.0
6611,1833  ,CENTRE,ST,2132.0,341,ROXBURY POOH LLC,1151500,2012.0,
6612,1857  ,CENTRE,ST,2132.0,341,S-BNK WEST ROXBURY LLC,2167500,1950.0,2014.0
6613,1869 1881,CENTRE,ST,2132.0,319,LINEAR RETAIL BOSTON #22 LLC,2014500,1920.0,1970.0
6614,1883 1889,CENTRE,ST,2132.0,326,ONEILL  DIARMUID,1223500,1920.0,2015.0
6615,1895  ,CENTRE,ST,2132.0,343,HAJJAR S JOHN TS,1911000,1899.0,2001.0
6616,1905  ,CENTRE,ST,2132.0,341,PEOPLES FEDERAL SAV BANK,702500,1970.0,2016.0
6617,1911  ,CENTRE,ST,2132.0,343,JAMAICA REALTY LLC,343000,1900.0,
6618,1913 1915,CENTRE,ST,2132.0,320,NINETEEN-15  CENTRE ST  LLC,566500,1950.0,1994.0
6619,3  ,RICHWOOD,ST,2132.0,343,GUARINO JOSE M,520000,1920.0,1988.0
6620,1921 1923,CENTRE,ST,2132.0,337,ROCHE BROS SUPERMARKETS LLC,758936,0.0,
6621,1931 1943,CENTRE,ST,2132.0,320,ROCHE BROS SUPERMARKETS LLC,5892564,1965.0,2016.0
6622,709  ,VFW,PW,2132.0,343,BURKE BRIAN R TS,292500,1899.0,2015.0
6623,771  ,LAGRANGE,ST,2132.0,343,CARRIGG THOMAS F,263900,1940.0,1975.0
6624,705  ,VFW,PW,2132.0,334,NASSIF TONY TS,700400,1960.0,1988.0
6625,570  ,COREY,ST,2132.0,424,BOSTON EDISON CO,250900,1965.0,
6626,   ,COREY,ST,2132.0,442,BOSTON EDISON CO,689200,0.0,
6627,631  ,VFW,PW,2132.0,320,VILLAGE AT CHESTNUT HILL LLC,23556500,1948.0,2015.0
6628,1000 ,LAGRANGE,ST,2132.0,438,HOLYHOOD CEMETERY ASSOC,248000,,
6629,150  ,BROOK FARM,RD,2132.0,343,CANNIFF W C SONS INC,174600,1950.0,1960.0
6630,419 421,BAKER,ST,2132.0,319,DAKOYANNIS LOUIS P TS,742500,1930.0,2002.0
6631,1977  ,CENTRE,ST,2132.0,320,HARNEY JOHN C,70500,1899.0,
6632,1981 1985,CENTRE,ST,2132.0,341,ABOURJAILI YOUSSEF E TS,1271500,1965.0,2010.0
6633,1991 2009,CENTRE,ST,2132.0,320,CENTRE STREET HOLDINGS LLC,6128500,1985.0,1985.0
6634,1991 2009,CENTRE,ST,2132.0,320,CENTRE STREET HOLDINGS LLC,6128500,1950.0,1985.0
6635,2029  ,CENTRE,ST,2132.0,341,ANDERSON COURTNEY KEITH TS,568500,1910.0,2010.0
6636,415 425A,LAGRANGE,ST,2132.0,400,ARGIROS ALEXANDER A TS,1905000,1899.0,1965.0
6637,415 425A,LAGRANGE,ST,2132.0,400,ARGIROS ALEXANDER A TS,1905000,1910.0,1965.0
6638,415 425A,LAGRANGE,ST,2132.0,400,ARGIROS ALEXANDER A TS,1905000,1950.0,1965.0
6639,418 428,LAGRANGE,ST,2132.0,325,COREY DONALD J,1185141,1955.0,2008.0
6640,408 410,LAGRANGE,ST,2132.0,325,COREY DONALD J,1900359,0.0,
6641,2041 2051,CENTRE,ST,2132.0,319,COREY DONALD J,917500,1950.0,1989.0
6642,15  ,ALBERTA,ST,2132.0,337,COREY DONALD J,78700,0.0,
6643,   ,ALBERTA,ST,2132.0,337,COREY DONALD J,56400,0.0,
6644,2057  ,CENTRE,ST,2132.0,337,GORMLEY RICHARD F,171200,0.0,
6645,2061  ,CENTRE,ST,2132.0,337,GORMLEY RICHARD F,206700,0.0,
6646,   ,ELGIN,ST,2132.0,337,GORMLEY WILLIAM J FUNERAL,207200,0.0,
6647,2071  ,CENTRE,ST,2132.0,319,KONTIS TINA,561500,1970.0,2005.0
6648,2075  ,CENTRE,ST,2132.0,343,TWO 075 CENTRE STREET LLC,282000,1950.0,1970.0
6649,2077  ,CENTRE,ST,2132.0,343,MORRIS STEPHEN,317000,1900.0,1994.0
6650,2081  ,CENTRE,ST,2132.0,343,LOWNEY MICHAEL J,286500,1950.0,1975.0
6651,2091  ,CENTRE,ST,2132.0,319,LOURENCO DANIEL C,238500,1945.0,1992.0
6652,2093 2105,CENTRE,ST,2132.0,319,THOMAS BESSIE K TS,1142000,1930.0,2016.0
6653,7  ,SPRING,ST,2132.0,319,KALTSAS DIMITRA,1223500,1955.0,2012.0
6654,15 19,SPRING,ST,2132.0,407,M & S LIMITED PARTNERSHIP,531000,1999.0,1999.0
6655,47  ,SPRING,ST,2132.0,320,47 SPRING STREET REALTY ,1083000,1950.0,1975.0
6656,77  ,SPRING,ST,2132.0,324,EQUITY ONE  (W ROXBURY)  LLC,9070000,1973.0,2015.0
6657,75  ,SPRING,ST,2132.0,337,EQUITY  ONE  (NORTHEAST),812900,0.0,
6658,21  ,SPRINGVALE,AV,2132.0,319,EQUITY ONE LLC,2084449,1999.0,2016.0
6659,91  ,SPRING,ST,2132.0,317,MACRIDES MICHAEL G TS,217500,1940.0,1982.0
6660,107  ,SPRING,ST,2132.0,334,MCCRACKEN JOHN H        ETAL,513400,1945.0,1970.0
6661,   ,VFW,PW,2132.0,442,BOSTON EDISON CO MASS,830300,0.0,
6662,432 A434,BAKER,ST,2132.0,319,PARSONS JEANNINE ,412000,1930.0,1975.0
6663,430 432,BAKER,ST,2132.0,311,DAKOYANNIS PETER E,443500,1930.0,1975.0
6664,330  ,BAKER,ST,2132.0,424,BOSTON EDISON CO,4217200,1960.0,1980.0
6665,1202 1204,VFW,PW,2132.0,404,SHEENA DAVID TS,907000,1930.0,2004.0
6666,1200  ,VFW,PW,2132.0,334,AZAR RE LLC,896700,1950.0,1999.0
6667,1190 ,VFW ,PW,2132.0,304,PARKWAY REALTY LLC,2467500,1968.0,1980.0
6668,   ,VFW,PW,2132.0,344,391 EAST CENTRAL LLC,5497000,2000.0,2004.0
6669,   ,VFW,PW,2132.0,343,SANIEOFF KHOSRO,2660000,1986.0,1988.0
6670,   ,SIMBROCO,ST,2132.0,321,CIFRINO PAUL J,509351,0.0,
6671,87  ,GARDNER,ST,2132.0,321,CIFRINO PAUL J,550504,0.0,
6672,   ,GARDNER,ST,2132.0,337,CIFRINO PAUL J TRS,148301,0.0,
6673,1230  ,VFW,PW,2132.0,321,CIFRINO PAUL J,6556344,1955.0,2010.0
6674,1220  ,VFW,PW,2132.0,320,R K SHOPPING CENTERS LLC,1632000,1955.0,2012.0
6675,1213  ,VFW,PW,2132.0,321,HOME DEPOT USA INC,20450293,1993.0,2004.0
6676,   ,VFW,PW,2132.0,337,SOVAD LLC,443700,0.0,
6677,189  ,GARDNER,ST,2132.0,400,GILLIS CHESTER D,1021500,1920.0,1970.0
6678,197  ,GARDNER,ST,2132.0,316,CASBY BROS INC MASS CORP,556000,1910.0,1970.0
6679,   ,GARDNER,ST,2132.0,337,HOME DEPOT USA INC,416061,0.0,
6680,   ,GARDNER,ST,2132.0,337,HOME DEPOT USA INC,1594146,0.0,
6681,99  ,RIVERMOOR,ST,2132.0,316,VLR  ROXBURY  LLC,5732500,1982.0,1985.0
6682,99  ,RIVERMOOR,ST,2132.0,316,VLR  ROXBURY  LLC,5732500,1964.0,1985.0
6683,151  ,RIVERMOOR,ST,2132.0,332,AMR REAL ESTATE HOLDINGS II,2636500,1960.0,1979.0
6684,155  ,RIVERMOOR,ST,2132.0,332,AMR REAL ESTATE HOLDINGS LLC,3862000,2001.0,
6685,201 ,RIVERMOOR,ST,2132.0,401,NATIONAL GRID CORPORATE,4348000,0.0,
6686,225  ,RIVERMOOR,ST,2132.0,404,ABNOTE  USA  INC,11339000,1967.0,2013.0
6687,49  ,CHARLES PARK,RD,2132.0,343,SPENCER MARK N,1101310,1975.0,1985.0
6688,49  ,CHARLES PARK,RD,2132.0,343,SPENCER MARK N,1101310,1973.0,1999.0
6689,206  ,GARDNER,ST,2132.0,337,COHEN LISA A,561316,0.0,
6690,45  ,CHARLES PARK,RD,2132.0,343,COHEN LISA A,564485,1978.0,1985.0
6691,1245  ,VFW,PW,2132.0,325,WHITE PARKWAY RLTY INC,415500,1900.0,2010.0
6692,1249  ,VFW,PW,2132.0,326,WHITE PARKWAY RLTY INC,955000,1945.0,2009.0
6693,186 192,BAKER,ST,2132.0,326,IMBORNONE PAULINE TS,863000,1940.0,2007.0
6694,167  ,SPRING,ST,2132.0,334,ELIES ON SPRING STREET LLC,500100,1940.0,1999.0
6695,175  ,SPRING,ST,2132.0,311,KALTSAS DIMITRA,954500,1940.0,1975.0
6696,145 151,SPRING,ST,2132.0,334,PECTEN PROPERTIES LLC,827500,1940.0,2004.0
6697,155  ,SPRING,ST,2132.0,328,MCLEAN JOAN M,887500,1982.0,1985.0
6698,36  ,SPRING,ST,2132.0,341,THE  COOPERATIVE  BANK,2337500,1997.0,2011.0
6699,24  ,SPRING,ST,2132.0,307,NEXT DOOR REALTY LLC,415000,2012.0,2012.0
6700,18  ,SPRING,ST,2132.0,307,PARKWAY REALTY LLC,722500,2001.0,2001.0
6701,12  ,SPRING,ST,2132.0,342,TWELVE SPRING STREET LLC,922000,2009.0,0.0
6702,8  ,SPRING,ST,2132.0,355,KFOURY REALTY LLC,358224,1960.0,2000.0
6703,38  ,SPRING,ST,2132.0,320,THIRTY EIGHT SPRING ST LLC,249500,1950.0,2012.0
6704,2383  ,CENTRE,ST,2132.0,407,LAAD  LLC,788000,1963.0,1975.0
6705,92  ,SPRING,ST,2132.0,319,PRAUGHT ALLAN,1065500,1960.0,2003.0
6706,   ,CASS,ST,2132.0,465,PRAUGHT  ALLAN,171000,0.0,
6707,120  ,SPRING,ST,2132.0,325,SPRING ST PROPERTIES LLC,511000,1966.0,1992.0
6708,110 100,SPRING,ST,2132.0,357,MCDEVITT JOHN,211500,0.0,
6709,110 100,SPRING,ST,2132.0,357,MCDEVITT JOHN,159500,0.0,
6710,110 100,SPRING,ST,2132.0,358,MCDEVITT JOHN,103500,0.0,
6711,110 100,SPRING,ST,2132.0,358,MCDEVITT JOHN,113500,0.0,
6712,110 100,SPRING,ST,2132.0,357,MCDEVITT JOHN,177500,0.0,
6713,110 100,SPRING,ST,2132.0,357,MCDEVITT JOHN,195500,0.0,
6714,110 100,SPRING,ST,2132.0,358,MCDEVITT JOHN,128000,0.0,
6715,110 100,SPRING,ST,2132.0,358,MCDEVITT JOHN,127500,0.0,
6716,162 170,SPRING,ST,2132.0,319,KALEMBAR DUNE LLC,779500,1940.0,2012.0
6717,156 160,SPRING,ST,2132.0,341,ENERGY CREDIT UNION,2357500,1930.0,2009.0
6718,172 174,SPRING,ST,2132.0,343,WEHBE HAZEM F TS,565785,1965.0,1998.0
6719,166  ,BAKER,ST,2132.0,337,WEHBE HAZEM F TS,282215,0.0,
6720,1  ,MORRELL,ST,2132.0,353,"BOSTON ELKS LODGE BOSTON",157000,0.0,
6721,33  ,MORRELL,ST,2132.0,407,LYNCH HOLLY J,640000,1940.0,1980.0
6722,19  ,LEDGE HILL,RD,2132.0,343,OCONNOR MICHAEL F TRSTS,388000,1910.0,1998.0
6723,320  ,SPRING,ST,2132.0,326,MONTESANO JOANNE,399000,1955.0,2003.0
6724,320  ,SPRING,ST,2132.0,465,CLEAR CHANNEL,317500,0.0,
6725,312  ,SPRING,ST,2132.0,325,312 SPRING STREET LLC,384500,1920.0,1975.0
6726,1440  ,VFW,PW,2132.0,320,FOURTEEN40 VFW PKWY CORP,1323500,1965.0,1999.0
6727,1430  ,VFW,PW,2132.0,327,ETSI  LLC,1523000,1940.0,2005.0
6728,1435  ,VFW,PW,2132.0,328,ANDRADE CARLOS P TS,1211500,2001.0,
6729,1445  ,VFW,PW,2132.0,337,ANDRADE CARLOS P TS,207500,0.0,
6730,   ,VFW,PW,2132.0,337,ANDRADE CARLOS P TS,104300,0.0,
6731,   ,VFW,PW,2132.0,337,ANDRADE CARLOS P TS,62700,0.0,
6732,   ,VFW,PW,2132.0,337,FISHER VFW LLC,22500,0.0,
6733,   ,VFW,PW,2132.0,337,FISHER VFW LLC,18200,0.0,
6734,1455  ,VFW,PW,2132.0,325,FISHER VFW LLC,891500,1900.0,1975.0
6735,1457  ,VFW,PW,2132.0,325,FISHER VFW LLC,2836000,1969.0,1992.0
6736,1505  ,VFW,PW,2132.0,333,TIGRIS LLC,660900,1984.0,2009.0
6737,   ,VFW,PW,2132.0,337,BOISVERT ROSARIO J TS,2168100,0.0,
6738,1525 - 160,VFW,PW,2132.0,330,AMR REAL ESTATE HOLDINGS LLC,15329500,1961.0,1988.0
6739,1525 - 160,VFW,PW,2132.0,330,AMR REAL ESTATE HOLDINGS LLC,15329500,1900.0,
6740,1525 - 160,VFW,PW,2132.0,330,AMR REAL ESTATE HOLDINGS LLC,15329500,1965.0,1980.0
6741,1525 - 160,VFW,PW,2132.0,330,AMR REAL ESTATE HOLDINGS LLC,15329500,1961.0,1988.0
6742,1525 - 160,VFW,PW,2132.0,330,AMR REAL ESTATE HOLDINGS LLC,15329500,1961.0,2011.0
6743,1525 - 160,VFW,PW,2132.0,330,AMR REAL ESTATE HOLDINGS LLC,15329500,1965.0,2004.0
6744,1665 ,VFW,PW,2132.0,319,R K  WEST  ROXBURY  LLC,3862034,1983.0,2003.0
6745,1665 ,VFW,PW,2132.0,319,R K  WEST  ROXBURY  LLC,3862034,1985.0,2015.0
6746,1680 ,VFW,PW,2132.0,356,PARKWAY  DEVELOPMENT,229500,0.0,
6747,1680  ,VFW,PW,2132.0,335,PARKWAY DEVELOPMENT,929000,2006.0,
6748,1650  ,VFW,PW,2132.0,328,TURNPIKE REALTY CO INC,597809,2001.0,2014.0
6749,1630  ,VFW,PW,2132.0,328,TURNPIKE RLTY CO INC,1052500,1970.0,2013.0
6750,1600  ,VFW,PW,2132.0,328,MSJ-BK LLC,1635000,1984.0,2013.0
6751,1580  ,VFW,PW,2132.0,319,COX LLC,7369447,1955.0,2008.0
6752,1566  ,VFW,PW,2132.0,317,GREGORY-WILLIAM REALTY LLC,1392500,1970.0,1999.0
6753,   ,VFW,PW,2132.0,337,COX LLC,1164956,0.0,
6754,1560  ,VFW,PW,2132.0,328,ABDELAHAD JOHN,1518500,2004.0,
6755,1550  ,VFW,PW,2132.0,331,U-HAUL CO OF BOSTON INC,635000,1960.0,1985.0
6756,   ,VFW,PW,2132.0,337,REN ASSOCIATES LLC,70400,0.0,
6757,1528  ,VFW,PW,2132.0,332,REN ASSOCIATES LLC,683000,1970.0,1980.0
6758,1528  ,VFW,PW,2132.0,319,MITCHELL ROBERT S TS,1978000,1960.0,1975.0
6759,1524  ,VFW,PW,2132.0,319,WROX LLC,2132000,1960.0,1999.0
6760,   ,VFW,PW,2132.0,465,CLEAR CHANNEL OUTDOOR,183000,0.0,
6761,5305 5307,WASHINGTON,ST,2132.0,328,DLT FAMILY LPS,639000,1940.0,2010.0
6762,5309  ,WASHINGTON,ST,2132.0,337,DLT FAMILY LPS,185300,0.0,
6763,5335  ,WASHINGTON,ST,2132.0,333,HESS  REALTY  LLC,1342900,2002.0,
6764,   ,GROVE,ST,2132.0,337,SHEEHAN DENNIS P TRSTS,22200,0.0,
6765,231 239,GROVE,ST,2132.0,319,MOSES RICHARD G,544000,1920.0,1985.0
6766,241 245,GROVE,ST,2132.0,319,THOMAS DINO ETAL,578000,1920.0,1991.0
6767,5205  ,WASHINGTON,ST,2132.0,332,KEON PAUL E,565300,1979.0,1998.0
6768,5211  ,WASHINGTON,ST,2132.0,325,HABTEMARIAN BRUCK,331500,1920.0,1980.0
